"id.exposure","id.outcome","outcome","exposure","method","nsnp","b","se","pval","protein_id","protein_name"
"prot-a-925","R12_amyloidosis","R12_E4_AMYLNAS","Eukaryotic translation initiation factor 4 gamma 3 || id:prot-a-925","Wald ratio",1,-0.0411246600741656,0.374975278121137,0.912668721717789,"prot-a-925","Eukaryotic translation initiation factor 4 gamma 3"
"prot-a-882","R12_amyloidosis","R12_E4_AMYLNAS","Dual specificity tyrosine-phosphorylation-regulated kinase 3 || id:prot-a-882","Wald ratio",1,0.166853776853777,0.416751212751213,0.688885618364466,"prot-a-882","Dual specificity tyrosine-phosphorylation-regulated kinase 3"
"prot-a-985","R12_amyloidosis","R12_E4_AMYLNAS","Endoplasmic reticulum resident protein 44 || id:prot-a-985","Wald ratio",1,-0.202388617886179,0.294110162601626,0.491365371402064,"prot-a-985","Endoplasmic reticulum resident protein 44"
"prot-a-932","R12_amyloidosis","R12_E4_AMYLNAS","RNA polymerase II elongation factor ELL || id:prot-a-932","MR Egger",3,0.0130794836164844,0.460928638041074,0.981939885379089,"prot-a-932","RNA polymerase II elongation factor ELL"
"prot-a-932","R12_amyloidosis","R12_E4_AMYLNAS","RNA polymerase II elongation factor ELL || id:prot-a-932","Weighted median",3,0.0840086920581877,0.227605382378139,0.712054677564353,"prot-a-932","RNA polymerase II elongation factor ELL"
"prot-a-932","R12_amyloidosis","R12_E4_AMYLNAS","RNA polymerase II elongation factor ELL || id:prot-a-932","Inverse variance weighted",3,0.130492028111262,0.194985661013956,0.503342968567456,"prot-a-932","RNA polymerase II elongation factor ELL"
"prot-a-932","R12_amyloidosis","R12_E4_AMYLNAS","RNA polymerase II elongation factor ELL || id:prot-a-932","Simple mode",3,0.0659776765935746,0.245053994525919,0.812979530331701,"prot-a-932","RNA polymerase II elongation factor ELL"
"prot-a-932","R12_amyloidosis","R12_E4_AMYLNAS","RNA polymerase II elongation factor ELL || id:prot-a-932","Weighted mode",3,0.0581922204395586,0.281342054847444,0.855283094233065,"prot-a-932","RNA polymerase II elongation factor ELL"
"prot-a-939","R12_amyloidosis","R12_E4_AMYLNAS","EMILIN-3 || id:prot-a-939","Wald ratio",1,0.222387923904053,0.370711331679074,0.548576125720938,"prot-a-939","EMILIN-3"
"prot-a-922","R12_amyloidosis","R12_E4_AMYLNAS","Eukaryotic translation initiation factor 4B || id:prot-a-922","Wald ratio",1,-0.337429633563463,0.203742166755178,0.0976894146696292,"prot-a-922","Eukaryotic translation initiation factor 4B"
"prot-a-958","R12_amyloidosis","R12_E4_AMYLNAS","Ephrin type-A receptor 5 || id:prot-a-958","Wald ratio",1,-0.519101307189543,0.313436683006536,0.0976894146696292,"prot-a-958","Ephrin type-A receptor 5"
"prot-a-936","R12_amyloidosis","R12_E4_AMYLNAS","ER membrane protein complex subunit 4 || id:prot-a-936","MR Egger",4,-0.622067944250452,0.360152165457916,0.226266709389558,"prot-a-936","ER membrane protein complex subunit 4"
"prot-a-936","R12_amyloidosis","R12_E4_AMYLNAS","ER membrane protein complex subunit 4 || id:prot-a-936","Weighted median",4,0.0322295351031995,0.101820728970229,0.751598620150585,"prot-a-936","ER membrane protein complex subunit 4"
"prot-a-936","R12_amyloidosis","R12_E4_AMYLNAS","ER membrane protein complex subunit 4 || id:prot-a-936","Inverse variance weighted",4,0.0455779764893696,0.123312211887196,0.711669776157426,"prot-a-936","ER membrane protein complex subunit 4"
"prot-a-936","R12_amyloidosis","R12_E4_AMYLNAS","ER membrane protein complex subunit 4 || id:prot-a-936","Simple mode",4,0.459746388717624,0.533074683908485,0.451873173936372,"prot-a-936","ER membrane protein complex subunit 4"
"prot-a-936","R12_amyloidosis","R12_E4_AMYLNAS","ER membrane protein complex subunit 4 || id:prot-a-936","Weighted mode",4,-0.0300016608999116,0.541411106662232,0.959292779638352,"prot-a-936","ER membrane protein complex subunit 4"
"prot-a-854","R12_amyloidosis","R12_E4_AMYLNAS","Dedicator of cytokinesis protein 9 || id:prot-a-854","Wald ratio",1,0.33893265993266,0.206879124579125,0.101356517262761,"prot-a-854","Dedicator of cytokinesis protein 9"
"prot-a-905","R12_amyloidosis","R12_E4_AMYLNAS","Ephrin-B2 || id:prot-a-905","Wald ratio",1,0.576600730371272,0.502270237370663,0.250973086107897,"prot-a-905","Ephrin-B2"
"prot-a-887","R12_amyloidosis","R12_E4_AMYLNAS","Tumor necrosis factor receptor superfamily member 27 || id:prot-a-887","Wald ratio",1,0.11407817047817,0.428927234927235,0.790268788709845,"prot-a-887","Tumor necrosis factor receptor superfamily member 27"
"prot-a-986","R12_amyloidosis","R12_E4_AMYLNAS","Endogenous retrovirus group V member 1 Env polyprotein || id:prot-a-986","Wald ratio",1,0.0504904109589041,0.3071633688483,0.869434835357383,"prot-a-986","Endogenous retrovirus group V member 1 Env polyprotein"
"prot-a-980","R12_amyloidosis","R12_E4_AMYLNAS","Erlin-1 || id:prot-a-980","Wald ratio",1,-0.0342458569222851,0.312254246011323,0.912668721717789,"prot-a-980","Erlin-1"
"prot-a-997","R12_amyloidosis","R12_E4_AMYLNAS","Protein EVI2B || id:prot-a-997","MR Egger",3,0.174452855096417,0.35020085564917,0.705775223748817,"prot-a-997","Protein EVI2B"
"prot-a-997","R12_amyloidosis","R12_E4_AMYLNAS","Protein EVI2B || id:prot-a-997","Weighted median",3,0.0704747099587223,0.143999593501086,0.624552102167969,"prot-a-997","Protein EVI2B"
"prot-a-997","R12_amyloidosis","R12_E4_AMYLNAS","Protein EVI2B || id:prot-a-997","Inverse variance weighted",3,0.0691997489482292,0.144492318291158,0.631998063785119,"prot-a-997","Protein EVI2B"
"prot-a-997","R12_amyloidosis","R12_E4_AMYLNAS","Protein EVI2B || id:prot-a-997","Simple mode",3,0.101614089208268,0.213770457348278,0.681397974158142,"prot-a-997","Protein EVI2B"
"prot-a-997","R12_amyloidosis","R12_E4_AMYLNAS","Protein EVI2B || id:prot-a-997","Weighted mode",3,0.0753007737309828,0.310048695358971,0.830744427851047,"prot-a-997","Protein EVI2B"
"prot-a-96","R12_amyloidosis","R12_E4_AMYLNAS","Angiopoietin-related protein 1 || id:prot-a-96","Inverse variance weighted",2,0.286595309134522,0.140241495168611,0.040994637647427,"prot-a-96","Angiopoietin-related protein 1"
"prot-a-996","R12_amyloidosis","R12_E4_AMYLNAS","Protein eva-1 homolog C || id:prot-a-996","Wald ratio",1,-0.20728125,0.36480078125,0.569896480095738,"prot-a-996","Protein eva-1 homolog C"
"prot-a-961","R12_amyloidosis","R12_E4_AMYLNAS","Ephrin type-B receptor 2 || id:prot-a-961","Wald ratio",1,0.0189645540672983,0.140831917673963,0.892879981602565,"prot-a-961","Ephrin type-B receptor 2"
"prot-a-943","R12_amyloidosis","R12_E4_AMYLNAS","Endoglin || id:prot-a-943","Wald ratio",1,-0.194579324894515,0.314375949367089,0.535956986788409,"prot-a-943","Endoglin"
"prot-a-930","R12_amyloidosis","R12_E4_AMYLNAS","ETS domain-containing protein Elk-1 || id:prot-a-930","Wald ratio",1,-0.196434615384615,0.180781971153846,0.277221144299407,"prot-a-930","ETS domain-containing protein Elk-1"
"prot-a-907","R12_amyloidosis","R12_E4_AMYLNAS","Ephrin-B3 || id:prot-a-907","Wald ratio",1,-0.0215269168553866,0.196282756389518,0.912668721717789,"prot-a-907","Ephrin-B3"
"prot-a-842","R12_amyloidosis","R12_E4_AMYLNAS","DnaJ homolog subfamily B member 9 || id:prot-a-842","MR Egger",4,0.880908155366926,0.485847250210219,0.211490492229245,"prot-a-842","DnaJ homolog subfamily B member 9"
"prot-a-842","R12_amyloidosis","R12_E4_AMYLNAS","DnaJ homolog subfamily B member 9 || id:prot-a-842","Weighted median",4,0.143033402465013,0.155855352751735,0.358759331766057,"prot-a-842","DnaJ homolog subfamily B member 9"
"prot-a-842","R12_amyloidosis","R12_E4_AMYLNAS","DnaJ homolog subfamily B member 9 || id:prot-a-842","Inverse variance weighted",4,0.166217441482268,0.156414433128236,0.287930134145876,"prot-a-842","DnaJ homolog subfamily B member 9"
"prot-a-842","R12_amyloidosis","R12_E4_AMYLNAS","DnaJ homolog subfamily B member 9 || id:prot-a-842","Simple mode",4,0.22855676653596,0.400441076225656,0.608112806135173,"prot-a-842","DnaJ homolog subfamily B member 9"
"prot-a-842","R12_amyloidosis","R12_E4_AMYLNAS","DnaJ homolog subfamily B member 9 || id:prot-a-842","Weighted mode",4,0.0229282105141258,0.443406293984346,0.962010823804501,"prot-a-842","DnaJ homolog subfamily B member 9"
"prot-a-891","R12_amyloidosis","R12_E4_AMYLNAS","Endothelial differentiation-related factor 1 || id:prot-a-891","Wald ratio",1,-0.119085980763626,0.109596764791606,0.277221144299407,"prot-a-891","Endothelial differentiation-related factor 1"
"prot-a-944","R12_amyloidosis","R12_E4_AMYLNAS","Gamma-enolase || id:prot-a-944","Wald ratio",1,0.0341172027290448,0.355268031189084,0.923494927065964,"prot-a-944","Gamma-enolase"
"prot-a-994","R12_amyloidosis","R12_E4_AMYLNAS","Protein C-ets-2 || id:prot-a-994","MR Egger",3,0.0281220249134091,0.394258602347968,0.95466740121534,"prot-a-994","Protein C-ets-2"
"prot-a-994","R12_amyloidosis","R12_E4_AMYLNAS","Protein C-ets-2 || id:prot-a-994","Weighted median",3,-0.128845336156465,0.196868436715654,0.512806266831207,"prot-a-994","Protein C-ets-2"
"prot-a-994","R12_amyloidosis","R12_E4_AMYLNAS","Protein C-ets-2 || id:prot-a-994","Inverse variance weighted",3,-0.194455818603243,0.166346940704577,0.24241272642568,"prot-a-994","Protein C-ets-2"
"prot-a-994","R12_amyloidosis","R12_E4_AMYLNAS","Protein C-ets-2 || id:prot-a-994","Simple mode",3,-0.121850178027568,0.233180021984088,0.653399899544811,"prot-a-994","Protein C-ets-2"
"prot-a-994","R12_amyloidosis","R12_E4_AMYLNAS","Protein C-ets-2 || id:prot-a-994","Weighted mode",3,-0.119060114674541,0.234372905294875,0.661941920246319,"prot-a-994","Protein C-ets-2"
"prot-a-903","R12_amyloidosis","R12_E4_AMYLNAS","Ephrin-B1 || id:prot-a-903","Wald ratio",1,-0.002411015917603,0.28212265917603,0.993181373781323,"prot-a-903","Ephrin-B1"
"prot-a-99","R12_amyloidosis","R12_E4_AMYLNAS","Angiopoietin-related protein 4 || id:prot-a-99","Inverse variance weighted",2,-0.254890896039,0.29194675469576,0.382623164243836,"prot-a-99","Angiopoietin-related protein 4"
"prot-a-885","R12_amyloidosis","R12_E4_AMYLNAS","Ectodysplasin-A, secreted form || id:prot-a-885","Wald ratio",1,-0.210677785663591,0.505833215046132,0.67704669612471,"prot-a-885","Ectodysplasin-A, secreted form"
"prot-a-942","R12_amyloidosis","R12_E4_AMYLNAS","Poly(U)-specific endoribonuclease || id:prot-a-942","Wald ratio",1,0.00982652149637074,0.390547738693467,0.979926647029061,"prot-a-942","Poly(U)-specific endoribonuclease"
"prot-a-879","R12_amyloidosis","R12_E4_AMYLNAS","Dynactin-associated protein || id:prot-a-879","Inverse variance weighted",2,-0.0256613527690609,0.235673864382058,0.913293690550448,"prot-a-879","Dynactin-associated protein"
"prot-a-916","R12_amyloidosis","R12_E4_AMYLNAS","Probable RNA-binding protein EIF1AD || id:prot-a-916","Wald ratio",1,-0.17131139944393,0.117920914426939,0.146288960490639,"prot-a-916","Probable RNA-binding protein EIF1AD"
"prot-a-844","R12_amyloidosis","R12_E4_AMYLNAS","DnaJ homolog subfamily C member 15 || id:prot-a-844","Inverse variance weighted",2,0.33163831131913,0.369934382153327,0.369997126340294,"prot-a-844","DnaJ homolog subfamily C member 15"
"prot-a-87","R12_amyloidosis","R12_E4_AMYLNAS","Amphoterin-induced protein 1 || id:prot-a-87","Wald ratio",1,-0.399824611032532,0.428685289957567,0.350987124031689,"prot-a-87","Amphoterin-induced protein 1"
"prot-a-880","R12_amyloidosis","R12_E4_AMYLNAS","Dynein light chain 1, cytoplasmic || id:prot-a-880","Wald ratio",1,0.398621520342612,0.34503800856531,0.247968653022591,"prot-a-880","Dynein light chain 1, cytoplasmic"
"prot-a-990","R12_amyloidosis","R12_E4_AMYLNAS","Endothelial cell-specific molecule 1 || id:prot-a-990","Inverse variance weighted",2,-0.12858894943359,0.308761223351758,0.677068099244271,"prot-a-990","Endothelial cell-specific molecule 1"
"prot-a-940","R12_amyloidosis","R12_E4_AMYLNAS","EMILIN-3 || id:prot-a-940","Wald ratio",1,0.0405482632541133,0.369719683120049,0.912668721717789,"prot-a-940","EMILIN-3"
"prot-a-900","R12_amyloidosis","R12_E4_AMYLNAS","Ephrin-A4 || id:prot-a-900","Wald ratio",1,-0.748157237936772,0.469833610648918,0.11129763003514,"prot-a-900","Ephrin-A4"
"prot-a-89","R12_amyloidosis","R12_E4_AMYLNAS","Alpha-amylase 1 || id:prot-a-89","MR Egger",4,-0.147808054802002,0.48267156469506,0.788368039740233,"prot-a-89","Alpha-amylase 1"
"prot-a-89","R12_amyloidosis","R12_E4_AMYLNAS","Alpha-amylase 1 || id:prot-a-89","Weighted median",4,-0.153282375952261,0.108866050258792,0.159133852009706,"prot-a-89","Alpha-amylase 1"
"prot-a-89","R12_amyloidosis","R12_E4_AMYLNAS","Alpha-amylase 1 || id:prot-a-89","Inverse variance weighted",4,-0.157234919677522,0.115058029389156,0.171759939276011,"prot-a-89","Alpha-amylase 1"
"prot-a-89","R12_amyloidosis","R12_E4_AMYLNAS","Alpha-amylase 1 || id:prot-a-89","Simple mode",4,0.147513547873096,0.414286173243014,0.745358288092037,"prot-a-89","Alpha-amylase 1"
"prot-a-89","R12_amyloidosis","R12_E4_AMYLNAS","Alpha-amylase 1 || id:prot-a-89","Weighted mode",4,-0.209847706053222,0.388710379634854,0.626793918277868,"prot-a-89","Alpha-amylase 1"
"prot-a-855","R12_amyloidosis","R12_E4_AMYLNAS","Docking protein 2 || id:prot-a-855","Wald ratio",1,-0.381380552220888,0.230280012004802,0.0976894146696292,"prot-a-855","Docking protein 2"
"prot-a-860","R12_amyloidosis","R12_E4_AMYLNAS","Dipeptidyl peptidase 2 || id:prot-a-860","Wald ratio",1,-0.107832463608899,0.178363911013458,0.545468493834072,"prot-a-860","Dipeptidyl peptidase 2"
"prot-a-865","R12_amyloidosis","R12_E4_AMYLNAS","Dorsal root ganglia homeobox protein || id:prot-a-865","Inverse variance weighted",2,-0.135796623534153,0.098025305082498,0.165953992644994,"prot-a-865","Dorsal root ganglia homeobox protein"
"prot-a-953","R12_amyloidosis","R12_E4_AMYLNAS","Ectonucleoside triphosphate diphosphohydrolase 5 || id:prot-a-953","MR Egger",4,0.143298964841279,0.155721969596001,0.454601585198593,"prot-a-953","Ectonucleoside triphosphate diphosphohydrolase 5"
"prot-a-953","R12_amyloidosis","R12_E4_AMYLNAS","Ectonucleoside triphosphate diphosphohydrolase 5 || id:prot-a-953","Weighted median",4,0.0659985559066459,0.109983412694747,0.548454680349796,"prot-a-953","Ectonucleoside triphosphate diphosphohydrolase 5"
"prot-a-953","R12_amyloidosis","R12_E4_AMYLNAS","Ectonucleoside triphosphate diphosphohydrolase 5 || id:prot-a-953","Inverse variance weighted",4,0.0716913887153798,0.104013255157654,0.490664428855642,"prot-a-953","Ectonucleoside triphosphate diphosphohydrolase 5"
"prot-a-953","R12_amyloidosis","R12_E4_AMYLNAS","Ectonucleoside triphosphate diphosphohydrolase 5 || id:prot-a-953","Simple mode",4,-0.0985187890154224,0.272706548178232,0.741846179769858,"prot-a-953","Ectonucleoside triphosphate diphosphohydrolase 5"
"prot-a-953","R12_amyloidosis","R12_E4_AMYLNAS","Ectonucleoside triphosphate diphosphohydrolase 5 || id:prot-a-953","Weighted mode",4,0.0772902047528299,0.305605313281384,0.816678469628623,"prot-a-953","Ectonucleoside triphosphate diphosphohydrolase 5"
"prot-a-948","R12_amyloidosis","R12_E4_AMYLNAS","Ectonucleotide pyrophosphatase/phosphodiesterase family member 7 || id:prot-a-948","Wald ratio",1,0.0818766595723117,0.0628546670720584,0.192699564002205,"prot-a-948","Ectonucleotide pyrophosphatase/phosphodiesterase family member 7"
"prot-a-998","R12_amyloidosis","R12_E4_AMYLNAS","Ena/VASP-like protein || id:prot-a-998","Wald ratio",1,-0.248846511627907,0.233135503875969,0.285795750316698,"prot-a-998","Ena/VASP-like protein"
"prot-a-987","R12_amyloidosis","R12_E4_AMYLNAS","Endothelial cell-selective adhesion molecule || id:prot-a-987","MR Egger",3,-0.945907790336142,1.01886518823879,0.523628578434084,"prot-a-987","Endothelial cell-selective adhesion molecule"
"prot-a-987","R12_amyloidosis","R12_E4_AMYLNAS","Endothelial cell-selective adhesion molecule || id:prot-a-987","Weighted median",3,0.0212107781189185,0.206107646225522,0.918033475861624,"prot-a-987","Endothelial cell-selective adhesion molecule"
"prot-a-987","R12_amyloidosis","R12_E4_AMYLNAS","Endothelial cell-selective adhesion molecule || id:prot-a-987","Inverse variance weighted",3,0.0797512684759262,0.1871912124106,0.670077436784362,"prot-a-987","Endothelial cell-selective adhesion molecule"
"prot-a-987","R12_amyloidosis","R12_E4_AMYLNAS","Endothelial cell-selective adhesion molecule || id:prot-a-987","Simple mode",3,-0.00729774881931596,0.267204932577635,0.980691502908006,"prot-a-987","Endothelial cell-selective adhesion molecule"
"prot-a-987","R12_amyloidosis","R12_E4_AMYLNAS","Endothelial cell-selective adhesion molecule || id:prot-a-987","Weighted mode",3,-0.00465075832335471,0.278527122274222,0.988193776173197,"prot-a-987","Endothelial cell-selective adhesion molecule"
"prot-a-888","R12_amyloidosis","R12_E4_AMYLNAS","Tumor necrosis factor receptor superfamily member EDAR || id:prot-a-888","MR Egger",4,-0.0792311008048941,0.216691474006658,0.749684392538651,"prot-a-888","Tumor necrosis factor receptor superfamily member EDAR"
"prot-a-888","R12_amyloidosis","R12_E4_AMYLNAS","Tumor necrosis factor receptor superfamily member EDAR || id:prot-a-888","Weighted median",4,-0.103887917409066,0.154159548772438,0.500375727342175,"prot-a-888","Tumor necrosis factor receptor superfamily member EDAR"
"prot-a-888","R12_amyloidosis","R12_E4_AMYLNAS","Tumor necrosis factor receptor superfamily member EDAR || id:prot-a-888","Inverse variance weighted",4,-0.0939928079774583,0.134481682442984,0.484597982411366,"prot-a-888","Tumor necrosis factor receptor superfamily member EDAR"
"prot-a-888","R12_amyloidosis","R12_E4_AMYLNAS","Tumor necrosis factor receptor superfamily member EDAR || id:prot-a-888","Simple mode",4,-0.101006532256147,0.263637122726213,0.727161537472558,"prot-a-888","Tumor necrosis factor receptor superfamily member EDAR"
"prot-a-888","R12_amyloidosis","R12_E4_AMYLNAS","Tumor necrosis factor receptor superfamily member EDAR || id:prot-a-888","Weighted mode",4,-0.101006532256147,0.299231744444681,0.757938793953621,"prot-a-888","Tumor necrosis factor receptor superfamily member EDAR"
"prot-a-995","R12_amyloidosis","R12_E4_AMYLNAS","Protein eva-1 homolog C || id:prot-a-995","MR Egger",3,-0.468018589088169,0.575643230221799,0.565418357679009,"prot-a-995","Protein eva-1 homolog C"
"prot-a-995","R12_amyloidosis","R12_E4_AMYLNAS","Protein eva-1 homolog C || id:prot-a-995","Weighted median",3,-0.158359067144066,0.10806983952331,0.142828156979039,"prot-a-995","Protein eva-1 homolog C"
"prot-a-995","R12_amyloidosis","R12_E4_AMYLNAS","Protein eva-1 homolog C || id:prot-a-995","Inverse variance weighted",3,-0.155866719544645,0.101316854222154,0.123948741572931,"prot-a-995","Protein eva-1 homolog C"
"prot-a-995","R12_amyloidosis","R12_E4_AMYLNAS","Protein eva-1 homolog C || id:prot-a-995","Simple mode",3,0.00455143273391634,0.175608603475952,0.981676247376627,"prot-a-995","Protein eva-1 homolog C"
"prot-a-995","R12_amyloidosis","R12_E4_AMYLNAS","Protein eva-1 homolog C || id:prot-a-995","Weighted mode",3,-0.221658540470335,0.23558500017144,0.446083983563234,"prot-a-995","Protein eva-1 homolog C"
"prot-a-988","R12_amyloidosis","R12_E4_AMYLNAS","Endothelial cell-selective adhesion molecule || id:prot-a-988","MR Egger",3,-0.508708344224982,0.438593221730347,0.452965950257728,"prot-a-988","Endothelial cell-selective adhesion molecule"
"prot-a-988","R12_amyloidosis","R12_E4_AMYLNAS","Endothelial cell-selective adhesion molecule || id:prot-a-988","Weighted median",3,-0.0978646181250019,0.216848245467427,0.651770005225974,"prot-a-988","Endothelial cell-selective adhesion molecule"
"prot-a-988","R12_amyloidosis","R12_E4_AMYLNAS","Endothelial cell-selective adhesion molecule || id:prot-a-988","Inverse variance weighted",3,-0.132056993608126,0.179393030307262,0.46165022284094,"prot-a-988","Endothelial cell-selective adhesion molecule"
"prot-a-988","R12_amyloidosis","R12_E4_AMYLNAS","Endothelial cell-selective adhesion molecule || id:prot-a-988","Simple mode",3,-0.0256455235574569,0.249028387920526,0.927372801110276,"prot-a-988","Endothelial cell-selective adhesion molecule"
"prot-a-988","R12_amyloidosis","R12_E4_AMYLNAS","Endothelial cell-selective adhesion molecule || id:prot-a-988","Weighted mode",3,-0.0381212904927929,0.26637479789181,0.899319100538041,"prot-a-988","Endothelial cell-selective adhesion molecule"
"prot-a-923","R12_amyloidosis","R12_E4_AMYLNAS","Eukaryotic translation initiation factor 4E type 2 || id:prot-a-923","Wald ratio",1,-0.237539087599058,0.163508245877061,0.146288960490639,"prot-a-923","Eukaryotic translation initiation factor 4E type 2"
"prot-a-952","R12_amyloidosis","R12_E4_AMYLNAS","Ectonucleoside triphosphate diphosphohydrolase 3 || id:prot-a-952","Inverse variance weighted",2,0.100928973514069,0.196093344436584,0.606763638841681,"prot-a-952","Ectonucleoside triphosphate diphosphohydrolase 3"
"prot-a-845","R12_amyloidosis","R12_E4_AMYLNAS","DnaJ homolog subfamily C member 17 || id:prot-a-845","Wald ratio",1,-0.339957196361691,0.205268325307651,0.0976894146696292,"prot-a-845","DnaJ homolog subfamily C member 17"
"prot-a-866","R12_amyloidosis","R12_E4_AMYLNAS","Desmocollin-2 || id:prot-a-866","Wald ratio",1,-0.164641500694766,0.390918480778138,0.673634004693549,"prot-a-866","Desmocollin-2"
"prot-a-870","R12_amyloidosis","R12_E4_AMYLNAS","Desmoglein-2 || id:prot-a-870","Wald ratio",1,-0.581637225844695,0.360487848251334,0.106641895473035,"prot-a-870","Desmoglein-2"
"prot-a-962","R12_amyloidosis","R12_E4_AMYLNAS","Ephrin type-B receptor 2 || id:prot-a-962","Wald ratio",1,0.0285681594488189,0.212148868110236,0.892879981602565,"prot-a-962","Ephrin type-B receptor 2"
"prot-a-915","R12_amyloidosis","R12_E4_AMYLNAS","EP300-interacting inhibitor of differentiation 3 || id:prot-a-915","Inverse variance weighted",2,-0.0511507688848411,0.30262771630331,0.865779266633766,"prot-a-915","EP300-interacting inhibitor of differentiation 3"
"prot-a-970","R12_amyloidosis","R12_E4_AMYLNAS","Epiphycan || id:prot-a-970","MR Egger",3,-0.633827593828449,0.801622798935696,0.574080688068872,"prot-a-970","Epiphycan"
"prot-a-970","R12_amyloidosis","R12_E4_AMYLNAS","Epiphycan || id:prot-a-970","Weighted median",3,-0.190206491949694,0.281443836860394,0.499152412310592,"prot-a-970","Epiphycan"
"prot-a-970","R12_amyloidosis","R12_E4_AMYLNAS","Epiphycan || id:prot-a-970","Inverse variance weighted",3,-0.150133145160761,0.241470062915332,0.534108628305984,"prot-a-970","Epiphycan"
"prot-a-970","R12_amyloidosis","R12_E4_AMYLNAS","Epiphycan || id:prot-a-970","Simple mode",3,-0.410613546674371,0.38687615501363,0.39974796836863,"prot-a-970","Epiphycan"
"prot-a-970","R12_amyloidosis","R12_E4_AMYLNAS","Epiphycan || id:prot-a-970","Weighted mode",3,-0.394019676517259,0.413794169879947,0.441487501563101,"prot-a-970","Epiphycan"
"prot-a-950","R12_amyloidosis","R12_E4_AMYLNAS","Ectonucleoside triphosphate diphosphohydrolase 1 || id:prot-a-950","Wald ratio",1,0.10073109540636,0.195224381625442,0.605871172114061,"prot-a-950","Ectonucleoside triphosphate diphosphohydrolase 1"
"prot-a-977","R12_amyloidosis","R12_E4_AMYLNAS","Epiregulin || id:prot-a-977","Inverse variance weighted",2,-0.0968488519329087,0.296519880930709,0.743956517704213,"prot-a-977","Epiregulin"
"prot-a-927","R12_amyloidosis","R12_E4_AMYLNAS","Eukaryotic translation initiation factor 5A-1 || id:prot-a-927","Wald ratio",1,-0.27776174863388,0.167714316939891,0.0976894146696292,"prot-a-927","Eukaryotic translation initiation factor 5A-1"
"prot-a-861","R12_amyloidosis","R12_E4_AMYLNAS","Dermatopontin || id:prot-a-861","Inverse variance weighted",2,0.0314812017754798,0.135700386101601,0.816545384696094,"prot-a-861","Dermatopontin"
"prot-a-875","R12_amyloidosis","R12_E4_AMYLNAS","Dual specificity protein phosphatase 16 || id:prot-a-875","Wald ratio",1,-0.474133363268972,0.459753030983386,0.30241029157218,"prot-a-875","Dual specificity protein phosphatase 16"
"prot-a-908","R12_amyloidosis","R12_E4_AMYLNAS","Epidermal growth factor || id:prot-a-908","Wald ratio",1,-0.0892004521477016,0.245178975131876,0.715994140402218,"prot-a-908","Epidermal growth factor"
"prot-a-947","R12_amyloidosis","R12_E4_AMYLNAS","Ectonucleotide pyrophosphatase/phosphodiesterase family member 5 || id:prot-a-947","Inverse variance weighted",2,0.0363818652360398,0.0825328691359605,0.659345718133769,"prot-a-947","Ectonucleotide pyrophosphatase/phosphodiesterase family member 5"
"prot-a-883","R12_amyloidosis","R12_E4_AMYLNAS","Endothelin-converting enzyme 1 || id:prot-a-883","Inverse variance weighted",2,0.0783858395226473,0.166863161786384,0.638525636214617,"prot-a-883","Endothelin-converting enzyme 1"
"prot-a-901","R12_amyloidosis","R12_E4_AMYLNAS","Ephrin-A5 || id:prot-a-901","Wald ratio",1,1.2553457106274,0.960640204865557,0.19128733212417,"prot-a-901","Ephrin-A5"
"prot-a-876","R12_amyloidosis","R12_E4_AMYLNAS","Dual specificity protein phosphatase 4 || id:prot-a-876","Wald ratio",1,0.000455662830840046,0.346905063291139,0.998951971961245,"prot-a-876","Dual specificity protein phosphatase 4"
"prot-a-867","R12_amyloidosis","R12_E4_AMYLNAS","Desmocollin-3 || id:prot-a-867","Inverse variance weighted",2,0.670733889347528,0.308014073200155,0.0294352384187226,"prot-a-867","Desmocollin-3"
"prot-a-918","R12_amyloidosis","R12_E4_AMYLNAS","Translation initiation factor eIF-2B subunit alpha || id:prot-a-918","Wald ratio",1,-0.367803183791606,0.222081910274964,0.0976894146696292,"prot-a-918","Translation initiation factor eIF-2B subunit alpha"
"prot-a-971","R12_amyloidosis","R12_E4_AMYLNAS","Endoplasmic reticulum aminopeptidase 1 || id:prot-a-971","MR Egger",4,-0.188974042957398,0.302858812387344,0.596332874618108,"prot-a-971","Endoplasmic reticulum aminopeptidase 1"
"prot-a-971","R12_amyloidosis","R12_E4_AMYLNAS","Endoplasmic reticulum aminopeptidase 1 || id:prot-a-971","Weighted median",4,-0.0392539263957283,0.0725218203379922,0.588321108420833,"prot-a-971","Endoplasmic reticulum aminopeptidase 1"
"prot-a-971","R12_amyloidosis","R12_E4_AMYLNAS","Endoplasmic reticulum aminopeptidase 1 || id:prot-a-971","Inverse variance weighted",4,-0.0370037960725696,0.0706800879419144,0.6005990854905,"prot-a-971","Endoplasmic reticulum aminopeptidase 1"
"prot-a-971","R12_amyloidosis","R12_E4_AMYLNAS","Endoplasmic reticulum aminopeptidase 1 || id:prot-a-971","Simple mode",4,-0.0269067538842474,0.211426447700526,0.906783415229078,"prot-a-971","Endoplasmic reticulum aminopeptidase 1"
"prot-a-971","R12_amyloidosis","R12_E4_AMYLNAS","Endoplasmic reticulum aminopeptidase 1 || id:prot-a-971","Weighted mode",4,-0.0372413649650555,0.277957888044251,0.901899897588924,"prot-a-971","Endoplasmic reticulum aminopeptidase 1"
